SOIL_PH,TEMP,RELATIVE_HUMIDITY,N,P,K,CROPS
6.9,28.3,82.5,93.4,54.3,72.2,bitter gourd
6.3,24.1,76.4,141.0,61.0,112.4,onion
7.0,33.6,77.1,97.4,45.3,48.3,annual moringa
7.7,26.5,92.6,22.3,26.5,21.4,gingely
6.7,28.6,76.2,80.1,47.4,69.9,ribbed gourd
5.9,25.5,89.3,113.8,54.4,44.0,sweet potato
6.9,20.2,60.0,52.5,31.3,30.5,bengalgram
6.2,24.0,85.2,103.3,54.3,50.5,sweet potato
6.4,20.6,81.4,81.8,44.9,54.9,chowchow
8.7,32.8,16.1,39.9,21.2,28.3,samai
6.2,29.0,50.6,74.5,45.8,44.9,tapoica
7.4,42.3,89.1,55.2,32.9,32.5,pearl millet
6.3,28.9,90.0,141.7,53.9,107.5,brinjal
6.3,28.7,58.9,78.6,71.4,75.0,ash gourd
5.9,24.4,75.1,112.4,79.2,107.4,onion
6.4,25.3,16.0,30.4,25.9,26.4,varagu
9.0,37.0,18.1,32.5,20.6,20.8,samai
7.5,24.3,90.0,112.2,45.3,86.9,brinjal
6.6,29.4,78.7,47.5,32.4,25.8,redgram
5.7,29.1,60.0,47.1,38.9,37.6,bengalgram
6.1,18.5,90.4,146.9,63.8,94.1,capsicum
7.2,23.6,80.8,101.9,40.5,46.6,peas
7.8,21.3,75.4,92.2,41.1,43.0,cotton
7.3,25.2,81.9,100.7,58.0,69.1,watermelon
6.2,29.6,94.3,27.5,28.5,24.4,gingely
6.9,24.9,82.9,63.7,33.4,25.4,sunflower
6.9,28.0,68.9,93.3,51.6,56.5,cucumber
6.4,25.0,80.3,133.5,52.6,110.6,chillies
5.4,22.4,80.6,75.4,29.5,29.7,castor
6.7,29.1,81.3,90.1,49.2,55.5,elephant foot yam
6.1,20.1,76.3,99.9,55.9,94.2,bottle gourd
6.8,28.8,87.7,79.4,41.2,80.0,bitter gourd
7.0,27.9,59.6,94.7,56.5,59.2,tapoica
6.9,24.8,70.1,195.4,99.4,129.5,sugarcane
6.7,26.2,84.7,100.8,40.6,83.0,muskmelon
6.4,27.4,54.6,41.0,23.1,21.0,cowpea
6.4,19.2,90.0,77.1,54.2,50.9,sorghum
6.7,32.3,63.9,33.2,35.6,30.7,greengram
5.5,21.4,18.1,34.1,20.9,28.0,thinai
7.8,28.1,95.8,39.4,24.1,21.7,gingely
7.3,24.4,73.9,103.0,41.1,40.7,cotton
5.7,29.2,77.2,97.4,48.2,51.3,vegetable cowpea
5.1,22.8,54.7,40.8,39.9,21.1,cowpea
6.8,22.1,84.9,117.3,75.0,117.3,tomato
6.2,19.5,63.1,66.0,51.9,61.7,pumpkin
7.0,33.3,62.6,90.0,58.5,49.8,cucumber
7.0,26.7,60.1,74.1,58.7,57.3,cucumber
6.3,23.4,98.8,138.9,91.0,82.0,cabbage
7.8,35.5,17.6,23.4,22.9,39.9,blackgram
5.8,21.2,86.5,103.5,53.2,51.8,sweet potato
6.5,25.5,67.3,161.9,72.6,142.7,sugarcane
7.1,24.5,82.6,83.9,52.4,74.9,watermelon
6.6,25.7,75.3,83.2,50.9,85.8,bottle gourd
6.7,24.6,84.9,115.2,40.8,70.3,watermelon
6.1,21.2,75.7,76.2,25.2,26.2,soyabean
6.6,30.2,95.5,37.7,32.4,30.2,gingely
6.3,21.2,82.2,117.0,53.9,92.5,onion
6.8,18.8,99.2,68.0,44.9,54.2,beetroot
7.9,26.9,84.9,109.2,40.7,41.1,cotton
7.3,27.9,81.5,82.7,59.1,91.9,muskmelon
7.6,29.5,79.3,80.5,57.1,43.5,annual moringa
7.2,35.0,79.5,89.4,45.6,85.9,muskmelon
6.0,16.6,79.9,50.8,23.2,27.2,soyabean
6.3,28.8,56.1,94.0,42.2,58.4,tapoica
6.7,33.9,80.7,99.5,53.7,89.0,muskmelon
6.0,26.1,15.4,34.6,24.9,22.7,thinai
6.0,23.4,51.4,114.0,52.6,56.9,wheat
6.6,27.3,83.1,141.3,59.8,88.3,chillies
5.9,14.1,99.5,80.8,42.0,50.5,radish
6.1,22.2,77.7,139.8,67.7,62.4,maize
6.2,24.7,86.7,105.6,40.9,57.5,sweet potato
7.4,35.0,83.9,92.5,39.9,44.4,jute
5.6,30.8,94.0,51.4,24.8,22.7,pearl millet
5.7,23.5,16.5,34.7,26.5,25.9,thinai
6.6,27.7,86.0,79.2,24.5,34.4,soyabean
7.3,27.6,83.0,120.0,41.8,44.9,cotton
6.6,33.1,76.0,54.4,25.5,21.4,horsegram
5.6,26.1,17.0,34.8,24.0,27.7,varagu
7.3,25.6,78.8,191.8,73.6,146.5,sugarcane
7.6,22.9,76.5,181.0,97.1,122.9,sugarcane
7.1,26.0,77.5,75.6,71.0,78.4,ribbed gourd
6.6,39.9,83.6,53.4,37.5,35.1,pearl millet
7.0,24.9,75.5,87.3,59.2,79.5,watermelon
6.0,26.2,54.3,74.1,45.4,41.4,tapoica
6.0,29.3,16.0,30.7,26.9,25.4,panivaragu
6.6,20.0,16.6,57.9,35.5,38.7,kudiraivali
6.2,27.4,50.0,98.1,52.3,99.1,ash gourd
6.6,32.7,68.3,93.4,58.5,54.6,cucumber
7.0,26.6,84.4,93.4,59.2,43.4,elephant foot yam
6.5,20.0,19.3,45.1,23.2,27.7,kudiraivali
6.6,18.4,66.9,81.9,55.2,48.6,small onion
6.9,24.1,15.8,35.5,20.9,23.3,thinai
6.6,20.3,81.7,126.3,63.6,111.7,tomato
6.5,23.0,53.0,86.0,51.4,45.7,wheat
6.8,33.7,85.4,36.4,32.1,26.8,gingely
6.8,25.8,15.7,38.1,27.0,24.1,thinai
7.0,23.9,75.9,102.4,67.4,69.8,sugarbeet
6.4,28.3,52.5,46.3,24.2,30.9,cowpea
7.0,25.4,79.5,50.8,29.5,30.6,redgram
7.0,22.3,79.2,47.1,38.7,31.7,redgram
6.4,28.2,54.6,38.8,27.9,29.3,cowpea
5.7,21.9,83.6,68.7,40.2,53.6,chowchow
6.3,21.8,66.8,68.4,58.5,42.3,small onion
6.1,30.4,61.7,89.9,45.8,42.1,rice
6.9,34.9,78.3,104.7,49.7,49.3,annual moringa
6.4,25.0,98.9,115.7,94.1,115.1,bhendi
7.6,26.8,17.5,32.1,22.3,29.9,ragi
7.8,23.1,76.7,144.5,68.2,79.0,sugarbeet
6.7,37.7,15.4,32.1,20.5,24.3,panivaragu
8.1,24.3,75.3,76.9,56.6,51.2,cluster bean
5.3,27.6,70.7,84.9,59.2,41.4,rice
6.4,21.0,91.7,126.3,77.3,92.4,capsicum
6.4,21.3,68.4,66.9,57.1,90.5,pumpkin
8.1,15.1,16.3,32.3,22.7,25.1,ragi
6.7,24.8,96.5,147.5,86.0,108.7,bhendi
6.2,25.6,78.8,126.5,86.9,77.2,maize
6.6,10.0,99.3,97.1,57.0,58.3,cauliflower
5.7,29.6,99.7,32.5,34.8,38.2,gingely
5.6,21.4,78.3,78.6,49.3,56.7,chowchow
6.2,19.3,72.3,90.2,43.6,59.2,small onion
7.7,20.9,17.4,21.8,31.2,21.8,blackgram
6.7,26.5,69.9,71.8,43.8,49.2,cucumber
6.8,37.9,65.0,75.9,52.4,58.7,groundnut
6.3,23.2,79.1,86.7,65.1,85.3,bottle gourd
5.6,24.2,79.5,62.0,55.5,54.0,french bean
6.5,15.5,80.3,101.2,54.0,43.2,peas
8.2,21.0,19.7,30.4,25.2,29.6,ragi
7.3,22.6,17.3,36.1,35.6,35.1,blackgram
6.1,16.1,73.5,75.2,42.6,52.7,small onion
7.4,27.1,75.3,81.5,54.8,41.7,rice
5.8,10.3,79.7,78.9,51.8,41.0,french bean
6.1,10.5,95.0,63.1,41.0,44.5,radish
5.2,24.6,74.4,96.3,55.7,54.7,rice
6.6,26.9,77.4,50.0,20.9,34.5,redgram
5.5,32.3,89.9,34.5,36.2,37.6,gingely
6.7,21.6,81.8,47.8,32.1,39.1,sunflower
6.5,21.2,79.6,58.2,32.3,29.6,redgram
6.3,19.2,75.1,68.4,49.0,51.0,chowchow
5.8,24.6,60.0,42.6,25.9,37.2,bengalgram
6.4,23.1,93.4,105.7,79.0,101.1,cabbage
6.7,28.5,82.2,62.4,46.8,98.0,ribbed gourd
8.7,34.1,18.9,30.3,28.7,24.6,samai
7.4,24.2,84.0,54.8,22.8,33.4,castor
6.4,21.3,91.8,109.4,69.4,101.2,capsicum
6.6,18.6,76.9,125.0,56.6,118.4,tomato
8.0,24.7,81.7,96.0,57.9,50.4,cluster bean
7.1,28.3,80.4,82.2,47.0,79.3,ribbed gourd
5.8,28.1,82.9,92.7,51.3,51.0,vegetable cowpea
5.6,21.3,17.6,30.5,26.6,25.6,panivaragu
6.8,30.4,87.1,22.8,22.7,33.4,gingely
7.4,22.8,77.2,166.7,81.4,149.3,sugarcane
6.4,19.6,78.2,62.7,29.6,38.0,soyabean
7.1,21.4,74.4,168.4,67.2,134.1,sugarcane
6.5,18.9,68.2,76.0,42.1,52.1,small onion
6.4,25.4,95.5,113.9,77.5,102.5,bhendi
8.8,27.1,17.3,35.0,26.5,27.4,samai
6.0,22.4,87.2,96.7,46.6,55.0,sweet potato
5.6,10.7,96.3,63.8,57.7,48.6,radish
6.3,19.3,80.7,97.6,51.3,53.7,chowchow
7.5,27.0,75.9,80.9,46.4,78.6,watermelon
6.7,17.8,61.3,112.7,91.2,73.5,carrot
7.7,27.3,17.3,38.7,21.7,39.7,blackgram
5.9,28.6,16.0,31.5,20.3,21.3,thinai
6.6,27.5,56.8,93.4,42.5,58.7,tapoica
6.0,20.0,18.9,43.2,28.7,31.4,kudiraivali
7.0,20.3,98.0,81.9,58.8,48.3,beetroot
7.3,26.8,82.3,81.4,49.9,49.0,tinda
6.1,35.3,86.1,50.4,25.7,36.7,pearl millet
6.1,18.8,94.4,116.1,77.5,118.2,cabbage
7.1,31.3,75.1,79.9,54.7,91.4,ribbed gourd
7.3,28.5,83.0,95.5,54.2,79.1,muskmelon
6.9,32.2,85.5,70.8,32.3,46.2,jute
6.1,20.0,17.3,57.8,38.8,31.9,kudiraivali
6.6,16.7,65.0,69.1,46.4,43.8,groundnut
6.0,17.6,99.0,70.3,56.4,52.9,radish
5.6,11.6,98.9,83.1,43.4,41.3,radish
6.1,31.9,82.7,94.5,48.4,53.3,elephant foot yam
7.4,32.0,77.6,69.4,65.4,66.1,ribbed gourd
6.3,25.6,87.3,84.9,55.8,55.9,sweet potato
6.6,22.4,19.8,32.8,28.8,23.4,thinai
7.1,19.6,90.0,103.8,74.9,96.8,brinjal
6.0,30.2,99.5,24.0,31.2,36.9,gingely
5.7,26.5,96.7,25.9,20.8,25.4,gingely
6.7,20.3,66.8,84.2,41.4,40.4,rice
6.7,21.9,66.3,181.9,95.2,133.0,sugarcane
6.8,27.9,84.3,97.5,57.2,59.6,elephant foot yam
7.5,23.7,81.6,93.6,52.7,59.9,cluster bean
5.8,20.0,17.3,40.8,29.3,31.7,kudiraivali
7.0,22.5,82.2,63.5,60.0,42.9,cluster bean
6.9,17.7,68.8,134.0,64.5,73.1,sugarbeet
7.4,24.6,75.0,111.2,76.6,100.2,tomato
6.9,18.5,81.4,55.2,31.5,32.7,pearl millet
6.5,30.6,84.8,34.2,27.8,38.2,gingely
6.5,25.8,95.8,124.2,95.3,99.5,bhendi
6.3,12.9,98.2,80.8,58.3,57.3,radish
5.5,21.3,84.9,82.3,40.1,41.0,chowchow
6.6,26.4,99.6,88.8,43.1,56.7,cauliflower
6.1,29.9,79.1,83.9,44.8,44.6,rice
6.3,23.0,80.6,62.9,61.2,77.3,bottle gourd
6.2,23.6,94.8,139.8,66.3,83.9,capsicum
7.3,24.5,86.8,92.6,57.0,47.1,cotton
6.7,26.6,80.2,81.8,73.4,61.4,bitter gourd
6.7,39.2,76.4,85.0,55.8,54.4,rice
6.8,23.5,84.0,68.9,29.2,34.2,sunflower
6.8,25.9,77.7,55.9,31.4,34.9,redgram
8.9,32.6,15.5,30.1,29.0,23.7,samai
5.9,13.1,89.9,54.6,31.1,24.8,pearl millet
7.5,25.7,88.1,104.7,49.5,56.9,peas
6.6,24.8,15.2,34.6,21.3,21.4,thinai
7.5,24.2,67.7,162.4,94.7,147.4,sugarcane
6.8,26.3,90.7,60.4,73.5,82.9,bitter gourd
6.5,23.9,63.4,135.5,84.9,74.3,maize
6.8,12.0,96.2,90.0,55.0,59.9,radish
6.3,26.8,18.3,34.9,29.8,22.8,varagu
6.4,31.1,61.3,86.1,56.8,45.2,rice
6.4,19.9,80.3,70.8,55.3,93.4,bottle gourd
6.7,32.8,75.1,102.6,54.8,41.2,annual moringa
6.3,27.3,79.0,86.8,32.0,40.4,jute
7.6,24.9,68.5,184.1,97.8,127.8,sugarcane
6.4,26.6,90.0,128.3,76.4,95.5,brinjal
7.5,34.3,61.1,91.6,41.2,55.9,cucumber
6.9,21.3,60.0,57.0,29.0,33.6,bengalgram
6.7,30.2,91.9,64.1,42.4,41.9,sorghum
6.5,24.5,99.6,136.0,76.1,90.2,bhendi
6.7,23.5,76.4,62.0,49.5,75.0,bottle gourd
6.1,9.0,95.9,112.6,75.4,95.0,cabbage
6.8,28.1,89.4,89.9,66.7,95.1,bitter gourd
6.3,22.3,90.0,148.6,47.8,107.8,brinjal
6.5,39.1,87.4,45.8,28.7,35.6,pearl millet
7.4,34.3,77.7,93.4,56.5,45.8,annual moringa
7.2,29.2,80.4,92.4,55.2,43.0,tinda
5.2,34.2,78.5,84.5,57.5,54.8,rice
7.4,25.5,85.7,52.4,25.6,39.1,pearl millet
5.8,25.9,15.8,37.8,22.1,22.8,varagu
6.9,18.0,68.5,80.7,42.7,73.4,pumpkin
6.4,18.0,98.9,99.5,44.3,41.1,radish
6.1,25.8,84.9,88.4,48.3,72.9,bottle gourd
6.5,22.1,76.9,91.6,72.3,80.7,bottle gourd
6.6,26.5,78.8,112.4,59.0,46.4,annual moringa
6.7,26.7,95.3,118.1,95.7,111.3,bhendi
5.1,26.9,19.7,35.1,21.2,22.9,ragi
6.4,24.2,77.7,92.3,49.4,95.5,watermelon
7.3,21.0,17.8,35.9,38.2,28.8,blackgram
6.4,28.1,92.1,106.6,64.0,95.9,capsicum
7.4,21.4,73.2,80.0,44.9,58.7,peas
7.8,34.0,17.5,20.3,22.8,20.2,blackgram
8.7,36.9,17.8,33.0,24.0,20.6,samai
7.8,25.5,73.8,175.7,63.5,139.5,sugarcane
6.6,22.4,76.7,44.2,20.2,22.0,redgram
6.5,25.3,65.2,31.4,34.2,22.3,greengram
6.5,26.9,90.0,114.2,62.3,103.6,brinjal
5.8,34.5,81.0,72.4,42.8,44.6,elephant foot yam
5.6,28.6,18.8,39.1,21.6,23.2,thinai
6.4,27.0,15.6,32.4,26.5,25.3,varagu
6.6,20.0,17.9,53.9,29.0,24.5,kudiraivali
6.8,21.8,60.0,57.4,31.8,21.6,bengalgram
6.7,24.5,87.0,64.7,20.5,20.9,soyabean
6.6,24.0,90.0,118.5,67.1,91.0,brinjal
6.3,25.2,83.0,70.3,58.8,46.6,elephant foot yam
6.3,29.1,60.0,44.4,25.1,28.1,bengalgram
6.1,25.7,94.9,120.6,67.1,87.5,cabbage
6.1,23.8,79.1,66.6,39.8,30.3,soyabean
5.2,21.0,52.8,36.6,34.4,24.5,cowpea
7.5,24.5,84.0,48.8,39.2,29.3,pearl millet
6.6,20.6,19.4,34.5,27.6,27.7,thinai
7.2,16.9,16.5,39.6,27.1,29.6,ragi
6.7,18.6,65.0,55.4,56.8,46.2,groundnut
6.8,37.8,94.7,76.8,50.8,58.8,sorghum
5.9,20.4,79.2,131.7,76.2,74.6,maize
7.6,41.5,18.0,36.9,33.8,24.6,blackgram
6.5,12.0,65.0,61.3,56.5,50.2,groundnut
6.5,29.6,60.0,57.5,31.8,22.3,bengalgram
6.9,27.2,63.7,21.7,23.0,36.2,greengram
6.7,24.0,70.5,68.5,35.5,40.5,jute
7.3,23.0,84.5,73.4,49.3,47.8,cluster bean
6.0,21.7,84.9,130.0,46.7,113.8,onion
6.5,25.2,77.3,49.3,20.6,39.9,redgram
6.5,27.9,73.8,54.1,21.2,20.7,soyabean
6.2,20.0,15.9,44.2,22.2,35.8,kudiraivali
6.5,36.6,17.0,26.0,24.6,29.6,blackgram
6.6,25.5,68.6,175.8,64.3,147.7,sugarcane
6.1,21.7,69.5,83.8,50.2,42.7,small onion
6.0,39.5,71.8,93.2,47.6,51.8,rice
6.3,14.7,98.5,96.8,42.7,43.9,radish
6.6,32.6,83.6,104.1,45.4,74.9,muskmelon
6.2,21.8,17.1,37.3,21.2,20.7,ragi
6.2,23.3,62.8,97.3,67.2,93.1,pumpkin
6.8,26.7,98.9,136.6,89.7,108.5,bhendi
6.1,19.5,70.0,94.1,53.4,99.2,pumpkin
6.5,34.5,62.2,28.2,25.3,27.1,greengram
6.5,20.4,65.6,68.9,51.8,42.0,small onion
5.7,13.1,98.1,66.6,57.3,54.7,radish
6.0,22.4,75.2,128.7,73.6,108.8,onion
6.8,23.9,97.4,56.4,20.5,27.0,sunflower
7.8,20.1,85.1,49.9,25.0,27.7,sunflower
6.9,22.0,55.9,112.5,44.9,58.9,wheat
5.9,29.7,60.0,45.9,28.1,23.8,bengalgram
6.4,31.2,82.4,77.1,49.5,51.8,elephant foot yam
6.6,27.1,54.2,78.7,46.4,40.7,tapoica
6.5,26.0,84.4,98.5,49.1,73.8,bottle gourd
6.8,26.7,76.2,93.4,50.0,60.1,muskmelon
7.3,24.7,80.8,115.0,52.2,94.4,watermelon
5.7,26.2,90.0,22.3,21.1,30.6,gingely
5.9,15.6,93.5,104.6,71.0,118.4,capsicum
5.6,20.0,15.6,47.9,38.3,22.1,kudiraivali
6.7,28.6,77.4,94.8,69.7,90.7,ribbed gourd
6.5,18.4,98.7,62.3,49.8,45.0,beetroot
7.6,22.1,86.1,118.9,50.5,51.1,cotton
7.0,22.3,62.0,82.4,45.8,50.2,rice
7.3,28.3,69.3,27.3,28.2,26.7,greengram
6.2,24.6,83.1,98.8,59.3,61.6,watermelon
6.6,16.8,67.4,70.1,53.1,45.8,small onion
6.6,26.0,61.7,84.4,66.8,99.4,ash gourd
7.9,25.3,65.1,150.3,90.4,146.6,sugarcane
5.9,22.3,18.7,40.0,26.5,25.3,ragi
6.8,28.6,78.5,67.6,62.5,68.9,ribbed gourd
7.1,26.9,83.4,93.2,49.8,55.5,cotton
6.3,28.5,60.0,45.8,27.9,39.6,bengalgram
8.9,29.6,17.3,31.0,24.0,20.5,samai
7.0,31.7,63.1,25.9,21.6,31.8,greengram
6.4,19.6,71.0,63.4,38.1,31.7,soyabean
7.4,32.3,68.7,67.5,58.8,45.7,cucumber
7.0,29.9,81.2,74.2,38.0,42.6,jute
7.0,34.9,81.5,113.6,55.5,44.2,annual moringa
6.3,24.8,76.6,91.4,42.7,64.1,bottle gourd
7.0,19.1,90.0,146.1,48.6,86.6,brinjal
6.4,23.7,64.9,85.5,47.4,83.3,pumpkin
6.8,21.9,79.0,94.8,54.0,51.6,peas
7.2,39.3,56.7,50.4,34.9,21.3,horsegram
6.5,25.0,78.3,107.1,42.3,94.9,watermelon
5.5,17.6,96.9,91.8,54.8,55.4,radish
8.7,27.0,19.5,31.6,21.9,22.4,samai
6.3,21.5,89.3,104.2,49.3,49.3,sweet potato
6.6,23.2,70.2,155.6,76.0,126.4,sugarcane
6.9,31.8,83.0,71.5,67.1,97.5,ribbed gourd
6.5,26.0,82.2,114.7,47.3,115.1,chillies
6.7,26.0,65.0,56.9,44.7,56.6,groundnut
6.0,39.7,79.1,41.5,24.6,21.9,horsegram
6.3,16.2,98.5,97.7,55.3,49.2,radish
6.3,22.6,88.4,93.8,58.9,52.8,sweet potato
6.8,23.8,95.0,81.1,57.2,52.6,cauliflower
6.1,15.3,91.3,125.8,74.3,109.3,capsicum
6.5,22.5,83.4,115.2,60.6,112.0,onion
6.2,21.0,81.1,112.2,54.6,88.2,onion
7.2,27.5,17.7,28.0,20.6,23.9,blackgram
6.6,31.9,80.2,97.3,44.5,50.5,annual moringa
5.9,23.4,84.9,69.3,54.6,42.9,vegetable cowpea
7.6,21.7,73.9,169.4,63.0,129.0,sugarcane
7.1,27.6,67.3,90.6,55.9,58.2,rice
6.2,34.3,18.4,36.0,20.9,20.3,panivaragu
6.5,29.0,79.9,74.7,65.2,83.1,bitter gourd
5.9,19.7,65.0,141.8,89.3,81.4,maize
6.3,18.5,98.1,92.1,55.7,45.9,beetroot
6.4,19.9,92.4,129.4,72.3,87.1,capsicum
6.3,19.2,99.1,78.2,58.6,49.1,beetroot
6.5,29.6,97.7,26.6,30.6,32.9,gingely
7.0,27.0,82.4,79.1,59.7,83.2,bitter gourd
6.7,33.1,76.9,67.8,79.8,90.5,ribbed gourd
6.7,37.1,18.0,25.4,22.2,23.4,blackgram
7.6,23.8,78.6,85.5,59.2,48.6,cluster bean
6.1,15.3,62.3,84.3,94.6,67.6,carrot
6.9,20.9,72.0,96.9,57.3,48.1,small onion
7.4,27.0,75.4,62.8,54.9,40.6,tinda
6.1,28.8,51.1,54.3,35.3,30.2,cowpea
6.4,20.2,77.7,117.5,50.7,108.0,onion
6.7,27.1,81.1,81.1,44.5,80.8,ribbed gourd
7.2,24.3,79.7,96.0,51.1,79.8,watermelon
8.4,23.7,83.6,73.8,41.6,40.8,cluster bean
6.9,16.9,64.6,92.2,91.0,62.3,carrot
6.8,23.3,90.4,68.3,25.3,33.4,sunflower
6.6,26.9,99.5,130.0,69.2,87.0,bhendi
6.1,27.6,63.1,64.5,74.5,99.0,ash gourd
6.1,26.0,98.8,123.0,87.5,104.6,bhendi
7.9,23.8,79.6,68.1,40.9,47.0,cluster bean
6.5,31.6,70.2,79.4,37.2,40.5,jute
6.6,39.9,17.0,21.7,33.8,38.8,blackgram
6.8,28.2,75.8,82.1,55.4,49.6,tinda
7.3,32.0,77.7,49.9,24.0,37.4,horsegram
7.5,34.1,17.4,39.3,35.2,39.7,blackgram
6.5,25.7,58.1,95.8,42.8,78.0,ash gourd
6.4,27.7,81.0,93.5,58.8,49.9,elephant foot yam
6.3,24.0,79.6,143.2,51.1,102.7,chillies
6.1,16.6,68.1,84.2,40.0,58.4,small onion
6.1,25.9,19.2,36.2,24.8,25.3,ragi
5.6,26.0,70.6,154.3,74.7,67.5,maize
6.7,25.9,60.3,28.7,22.0,39.7,greengram
6.1,27.0,92.3,116.7,43.0,107.2,capsicum
5.9,33.6,94.0,33.5,36.4,22.6,gingely
6.4,16.1,90.2,103.2,99.3,102.4,cabbage
6.2,25.4,98.4,116.4,94.3,119.3,bhendi
6.3,19.2,60.2,88.3,60.8,69.8,pumpkin
6.6,25.7,79.6,141.1,70.5,96.3,tomato
6.3,18.9,76.2,82.8,43.0,45.3,chowchow
7.0,24.6,72.3,184.9,76.8,148.2,sugarcane
6.6,24.0,90.0,101.7,75.2,97.2,brinjal
6.9,28.6,55.5,63.5,53.4,46.7,tapoica
6.9,29.0,80.1,26.7,31.4,36.3,gingely
6.6,18.4,99.2,83.6,59.1,55.7,beetroot
6.5,25.0,94.7,104.0,71.6,109.6,capsicum
6.9,21.7,73.1,158.5,67.2,68.1,maize
7.0,32.3,67.0,35.5,37.1,20.6,greengram
6.0,23.6,100.0,138.8,62.2,110.6,cabbage
6.9,24.2,76.4,174.8,68.6,144.9,sugarcane
5.6,28.0,78.8,72.5,42.7,56.9,vegetable cowpea
7.1,23.7,90.0,103.0,71.8,93.1,brinjal
6.7,27.6,99.1,89.7,45.9,49.5,cauliflower
7.4,33.8,69.3,30.3,32.8,27.6,greengram
6.9,31.6,65.3,65.6,48.0,57.6,cucumber
7.2,28.0,87.5,23.3,39.4,26.2,gingely
7.6,20.1,93.1,50.6,25.6,35.9,sunflower
5.7,21.4,82.5,68.7,46.3,45.1,vegetable cowpea
7.4,28.7,64.2,60.9,57.4,53.0,cucumber
6.5,22.4,83.7,89.4,73.0,88.6,bottle gourd
6.0,21.9,83.0,87.8,55.2,51.9,chowchow
7.2,27.7,82.6,91.2,52.0,43.3,annual moringa
5.9,20.8,81.6,74.2,57.3,42.3,french bean
6.1,20.9,52.1,46.1,30.2,24.6,cowpea
7.1,30.8,63.2,43.3,28.6,32.7,horsegram
6.2,26.4,52.7,37.0,22.7,35.9,cowpea
6.0,44.9,16.6,35.2,29.2,23.2,panivaragu
7.8,26.6,85.3,113.8,46.9,44.0,cotton
6.6,29.1,66.1,31.0,39.1,28.3,greengram
7.0,33.1,80.9,94.7,55.9,94.1,muskmelon
5.2,24.2,17.3,34.8,27.2,28.5,ragi
7.1,33.7,75.6,95.2,42.3,53.4,annual moringa
6.3,20.3,82.2,69.1,56.9,55.7,chowchow
6.6,14.5,99.3,113.1,49.2,40.3,cauliflower
6.6,33.3,75.9,90.5,58.7,40.5,annual moringa
7.0,26.8,82.4,83.3,67.5,63.6,ribbed gourd
6.1,10.2,97.6,142.8,72.8,119.7,cabbage
7.2,22.8,81.8,90.1,59.3,55.2,cluster bean
6.0,20.0,19.1,55.6,25.7,27.3,kudiraivali
5.6,20.3,75.3,132.8,73.6,62.0,maize
6.6,25.9,97.0,65.4,50.1,48.5,sorghum
7.0,19.8,78.0,49.9,33.1,38.5,redgram
6.3,35.6,75.4,86.8,47.4,49.3,jute
6.8,34.2,61.8,25.4,34.1,33.7,greengram
6.4,23.4,51.8,96.4,54.5,60.0,wheat
6.8,26.4,82.4,88.3,43.8,37.2,jute
6.3,26.9,82.4,128.5,56.4,96.7,chillies
6.6,7.7,95.8,87.9,42.1,42.1,cauliflower
5.6,20.8,60.0,53.8,21.6,32.0,bengalgram
6.6,24.8,79.4,42.0,22.4,23.2,redgram
8.4,24.5,80.3,78.0,48.9,43.2,cluster bean
5.6,26.8,18.2,32.7,29.8,24.2,varagu
5.5,23.6,90.7,40.9,22.5,25.4,castor
5.7,18.5,76.7,76.4,58.7,44.5,french bean
6.3,24.4,86.3,117.3,56.1,55.3,sweet potato
7.0,31.6,65.0,73.9,45.0,55.3,groundnut
5.9,22.2,92.9,102.3,69.6,113.8,capsicum
6.5,11.2,96.0,80.2,45.3,55.1,cauliflower
6.4,24.0,76.7,88.8,74.2,73.4,bottle gourd
6.3,22.6,69.6,65.1,52.5,61.7,pumpkin
5.7,22.2,82.2,66.9,58.3,40.0,vegetable cowpea
6.9,20.0,17.9,50.4,33.9,31.3,kudiraivali
6.2,20.3,81.9,106.5,57.5,83.6,onion
7.0,27.0,81.1,81.8,56.5,40.9,annual moringa
6.7,22.9,65.3,69.7,48.0,57.1,small onion
7.3,25.5,85.2,92.9,43.5,49.3,cotton
7.5,29.3,77.9,110.6,53.1,47.3,annual moringa
6.6,24.9,88.2,95.5,45.4,43.7,peas
6.1,26.5,76.7,81.4,41.6,83.5,watermelon
5.8,21.9,60.0,56.5,31.3,27.6,bengalgram
5.7,26.0,19.1,37.5,27.3,28.2,varagu
6.2,25.5,76.1,87.4,54.8,94.6,watermelon
6.7,25.0,79.4,80.3,45.0,46.8,tinda
5.8,21.8,82.9,81.5,53.6,52.6,vegetable cowpea
7.1,22.7,82.1,111.3,76.5,86.2,tomato
7.0,23.6,52.1,118.6,57.7,55.6,wheat
6.8,30.6,60.4,85.4,44.0,54.0,rice
5.9,26.5,15.7,37.9,29.3,26.6,varagu
6.5,24.6,74.1,64.2,24.8,28.8,soyabean
6.2,22.6,54.7,119.8,50.2,40.1,wheat
6.6,25.4,82.1,120.6,41.4,100.6,tomato
7.7,21.0,88.8,70.8,22.8,23.4,sunflower
6.9,20.3,80.9,55.4,31.6,33.1,redgram
8.9,34.4,16.0,35.9,20.9,23.2,samai
7.6,24.2,79.9,91.5,51.3,58.3,cluster bean
6.7,29.6,90.5,101.0,51.7,112.2,capsicum
6.7,30.0,81.4,85.7,46.2,77.8,muskmelon
6.3,24.5,82.4,88.0,66.8,74.0,bottle gourd
